Title,clean_synopsis
Green Lantern,century small powerful force warrior called green lantern corp sworn keep intergalactic order green lantern wear ring grant superpower new enemy called parallax threatens destroy balance power universe fate fate earth lie hand first human ever recruited
Detective Chirp & the Golden Beehive,resident honey valley getting ready favorite holiday city day citizen opportunity admire unique artifact golden hive according legend found founder honey valley legend thousand misfortune fall upon town hive disappears eve holiday beehive kidnapped squirrel chink sophie owl detective assistant blamed chink friend unravel case find real crook return golden hive also peace valley
Tangled,feisty teenager rapunzel long magical hair want go see sky lantern eighteenth birthday bound tower overprotective mother strike deal flynn rider charming wanted thief duo set action packed escapade
Pacific Rim,using massive piloted robot combat alien threat earth survivor take fight invading alien force lurking depth pacific ocean nearly defenseless face relentless enemy force mankind choice turn two unlikely hero stand earth final hope mounting apocalypse
Jason Bourne,dangerous former operative cia drawn hiding uncover hidden truth past
Spider-Man 3,seemingly invincible spider man go new crop villain including shape shifting sandman spider man superpower altered alien organism alter ego peter parker deal nemesis eddie brock also get caught love triangle
Terminator Genisys,year john connor leader resistance continues war machine los angeles offensive john fear unknown future begin emerge tecom spy reveal new plot skynet attack front past future ultimately change warfare forever
Avengers: Endgame,devastating event avenger infinity war universe ruin due effort mad titan thanos help remaining ally avenger must assemble order undo thanos action restore order universe matter consequence may store
The Mitchells vs. the Machines,quirky dysfunctional family road trip upended find middle robot apocalypse suddenly become humanity unlikeliest last hope
Coco,despite family baffling generation old ban music miguel dream becoming accomplished musician like idol ernesto de la cruz desperate prove talent miguel find stunning colorful land dead following mysterious chain event along way meet charming trickster hector together set extraordinary journey unlock real story behind miguel family history
Kingdom of Heaven,wife dy blacksmith named balian thrust royalty political intrigue bloody holy war crusade
Rebel Moon - Part One: A Child of Fire,ruthless force motherworld threaten quiet farming village distant moon mysterious outsider becomes best hope survival
The Prince of Egypt,strong bond two brother challenged chosen responsibility set odds extraordinary consequence
Inside Out 2,teenager riley mind headquarters undergoing sudden demolition make room something entirely unexpected new emotion joy sadness anger fear disgust long running successful operation account sure feel anxiety show look like alone
The Creator,amid future war human race force artificial intelligence hardened ex special force agent grieving disappearance wife recruited hunt kill creator elusive architect advanced ai developed mysterious weapon power end war mankind
Robot Dreams,lonely dog friendship robot companion take sad turn unexpected malfunction force abandon robot beach dog ever meet robot
Space Jam: A New Legacy,lebron young son dom trapped digital space rogue lebron must get home safe leading bug lola bunny whole gang notoriously undisciplined looney tune victory digitized champion court tune versus goon highest stake challenge life
Men in Black: International,men black always protected earth scum universe new adventure tackle biggest global threat date mole men black organization
Vera and the Pleasure of Others,year old vera divide day volleyball school good time friend like average teenager appears perfect daughter never get trouble secret hobby anonymously rent empty apartment teenager looking place sex steal key distracted mother manages different property organizes everything teenager come go using apartment uninterrupted hour making vera saviour need unlocks new world playing invisible vera stay behind closed door sexual desire unfolding listens people pleasure
